Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
United States of America,New Lenox,54.0,1.0,Good,30.0,Good,1.6938112846892324,Good,54.0,L1,148.3392215,3.622704516,L1,Moderate
Russian Federation,Ocher,33.0,1.0,Good,33.0,Good,0.0,Good,28.0,L0,111.5158366,8.444157026,L0,Good
Brazil,Pedregulho,42.0,1.0,Good,7.0,Good,2.0,Good,42.0,L0,124.2236986,0.726515885,L0,Good
France,Mericourt,35.0,1.0,Good,26.0,Good,1.5419197872442374,Good,35.0,L0,99.69183381,5.192945012,L0,Good
Germany,Lampertheim,60.0,1.0,Good,35.0,Good,3.0,Good,60.0,L1,164.0496204,4.230471859,L1,Moderate
United States of America,Whitman,38.0,1.0,Good,31.0,Good,1.493304954990335,Good,38.0,L0,116.0111869,7.558332813,L0,Good
Norway,Steinkjer,26.0,1.0,Good,26.0,Good,0.0,Good,12.0,L0,58.90249872,8.636497831,L0,Good
Lao People's Democratic Republic,Luang Prabang,23.0,1.0,Good,19.0,Good,1.517558497675739,Good,23.0,L0,64.23197643,3.322346286,L0,Good
India,Phek,44.0,1.0,Good,31.0,Good,0.0,Good,33.0,L0,112.3177006,12.00042479,L0,Good
Malaysia,Tanah Merah,76.0,1.0,,30.0,Good,0.0,Good,76.0,L1,201.7048062,2.303365134,L1,Moderate
Cameroon,Garoua Boulai,31.0,1.0,Good,16.0,Good,0.0,Good,31.0,L0,72.02815645,7.964953354,L0,Good
Germany,Puchheim,52.0,1.0,,35.0,Good,4.0,Good,52.0,L1,140.9475434,8.570217057,L1,Moderate
Brazil,Pomerode,30.0,1.0,Good,7.0,Good,3.0,Good,30.0,L0,77.90778126,2.825535942,L0,Good
United States of America,Cedarburg,49.0,1.0,Good,16.0,Good,2.04063156163147,Good,49.0,L0,131.8383524,2.623313626,L0,Good
India,Pushkar,51.95471271298778,1.0,Good,36.0,Good,0.0,Good,47.01643153364802,L3,134.87871516202227,1.514034372,L3,Unhealthy
Italy,Belmonte Mezzagno,55.0,1.0,Good,43.0,Good,2.0,Good,55.0,L1,126.7976335,8.427616555,L1,Moderate
Brazil,Matao,64.0,1.0,Good,23.0,Good,1.0,Good,64.0,L1,173.7104529,-2.140404049,L1,Moderate
India,Cheyur,80.0,1.0,Good,39.0,Good,1.0,Good,80.0,L1,202.1184974,2.599607694,L1,Moderate
United States of America,Babylon,57.0,1.0,Good,18.0,Good,2.362270465907087,Good,57.0,L1,165.5051118,12.24627815,L1,Moderate
Colombia,Florida,51.0,1.0,Good,6.0,Good,3.0,Good,51.0,L1,114.0342695,4.714243275,L1,Moderate
United States of America,Brattleboro,31.0,1.0,Good,25.0,Good,4.0,Good,31.0,L0,91.24389181,-4.665364269,L0,Good
,Saint Simons,41.0,1.0,Good,31.0,Good,1.0,Good,41.0,L0,110.0737311,1.401827169,L0,Good
Belgium,Boortmeerbeek,65.0,1.0,,26.0,Good,7.0,Good,65.0,L1,175.1390291,9.334703167,L1,Moderate
Russian Federation,Severskaya,42.0,1.0,Good,42.0,Good,0.8843752386758819,Good,36.0,L0,109.1587042,1.995523819,L0,Good
Brazil,Pitanga,36.0,1.0,Good,12.0,Good,0.0,Good,36.0,L0,97.54731137,9.252840734,L0,Good
Indonesia,Tangerang,55.65187294006348,1.0,Good,26.153198175951985,Very Unhealthy,3.0,Good,53.68307126484348,L3,143.9022100719693,14.73453451,L3,Very Unhealthy
United States of America,South Portland,49.0,1.0,Good,49.0,Good,2.0,Good,38.0,L0,106.2135088,6.472739005,L0,Good
Brazil,Rio Verde De Mato Grosso,14.0,1.0,Good,4.0,Good,0.0,Good,14.0,L0,50.07117823,8.432502427,L0,Good
Japan,Fujishiro,40.0,1.0,,40.0,Good,2.0,Good,30.0,L0,85.06264357,-5.029157481,L0,Good
Russian Federation,Lysogorskaya,50.0,1.0,Good,37.0,Good,1.0,Good,50.0,L0,138.1683701,-3.150477066,L0,Good
Republic of North Macedonia,Negotino Polosko,108.18157598725915,1.0,Good,37.0,Good,0.0,Good,114.0,L2,275.05468546505824,1.877151165,L2,Unhealthy for Sensitive Groups
Mexico,Cotija,41.0,1.0,Good,31.0,Good,3.0,Good,41.0,L0,119.0811087,4.260311478,L0,Good
United States of America,Chowchilla,55.0,1.0,Good,35.0,Good,3.0,Good,55.0,L1,133.3403242,4.902522566,L1,Moderate
Germany,Erlangen,44.0,1.0,Good,35.0,Good,2.0,Good,44.0,L0,125.742733,7.465355725,L0,Good
Netherlands,Alblasserdam,43.0,1.0,Good,32.0,Good,5.0,Good,43.0,L0,103.5112619,0.365936332,L0,Good
Pakistan,Sarai Alamgir,52.78455581568105,1.0,Good,30.241362896013325,Unhealthy,1.0,Good,49.51855929388255,L3,136.96498281343213,3.472609347,L3,Unhealthy
Russian Federation,Gavrilov Yam,37.0,1.0,Good,31.0,Good,0.0,Good,13.0,L0,74.83947906,2.283671447,L0,Good
India,Mungaoli,54.16453444261609,1.0,,34.0,Good,1.6019958357790889,Good,49.9923470710724,L3,140.2295008152029,9.730365377,L3,Unhealthy
India,Mahuva,51.26156070295262,1.0,Good,26.0,Good,0.0,Good,48.8224054927687,L3,133.31048314553627,-1.689165989,L3,Unhealthy
Spain,Alhaurin El Grande,32.0,1.0,Good,32.0,Good,4.0,Good,30.0,L0,76.32024577,-4.864193771,L0,Good
France,Brignoles,51.0,1.0,Good,51.0,Moderate,0.7061794186216852,Good,38.0,L0,129.0057505,8.270135269,L0,Moderate
Afghanistan,Lar Gerd,70.0,1.0,Good,34.0,Good,0.0,Good,70.0,L1,182.6617787,4.200999828515693,L1,Moderate
United States of America,Cedar Grove,56.0,1.0,Good,43.0,Good,5.0,Good,56.0,L1,168.9844929,8.833748178,L1,Moderate
South Africa,Grabouw,68.0,1.0,Good,31.0,Good,1.0,Good,68.0,L1,156.2510794,-0.599603013,L1,Moderate
Indonesia,Pontianak,44.0,1.0,Good,15.0,Good,0.0,Good,44.0,L0,133.5227818,9.582088857,L0,Good
Japan,Iida,63.0,1.0,Good,31.0,Good,5.0,Good,63.0,L1,150.1741094,-0.139754783,L1,Moderate
Mexico,La Joya,109.0,1.0,Good,5.0,Good,3.3726620347406597,Good,109.0,L2,280.3916864,0.806720454,L2,Unhealthy for Sensitive Groups
Mexico,Gonzalez,57.0,1.0,,21.0,Good,1.0,Good,57.0,L1,146.5240611,5.294637415,L1,Moderate
Canada,Chilliwack,45.0,1.0,Good,18.0,Good,1.794444063667433,Good,45.0,L0,111.4531915,-1.611195685,L0,Good
Viet Nam,Bac Can,55.0,1.0,Good,36.0,Good,0.0,Good,55.0,L1,138.1409853,6.402885189,L1,Moderate
Romania,Calinesti,50.0,1.0,Good,42.0,Good,0.0,Good,50.0,L0,146.0519802,0.921721708,L0,Good
Germany,Calbe,44.0,1.0,Good,44.0,Good,0.0,Good,42.0,L0,109.3615167,9.967758566,L0,Good
Netherlands,Zaanstad,38.0,1.0,Good,28.0,Good,5.0,Good,38.0,L0,92.16511872,4.952047677,L0,Good
Germany,Wurzburg,62.0,1.0,Good,53.0,Moderate,0.0,Good,62.0,L1,174.9600317,-3.934063408,L1,Moderate
Brazil,Mascote,17.0,1.0,Good,13.0,Good,0.0,Good,17.0,L0,60.95871058,-0.282666012,L0,Good
New Zealand,North Shore,34.0,1.0,Good,12.0,Good,6.0,Good,34.0,L0,83.95093236,-2.388726464,L0,Good
Russian Federation,Lesosibirsk,29.0,1.0,,31.0,Good,0.0,Good,16.0,L0,87.78768991,3.298888253,L0,Good
Germany,Welver,70.0,1.0,Good,25.0,Good,2.186477932340898,Good,70.0,L1,172.2573008,6.170370835,L1,Moderate
Italy,Montichiari,64.0,1.0,Good,31.0,Good,4.0,Good,64.0,L1,158.515308,7.265068598,L1,Moderate
Iraq,Tikrit,84.0,1.0,Good,33.463607997197556,Moderate,0.0,Good,84.0,L1,206.3087076,0.087509252,L1,Moderate
Russian Federation,Tavda,56.0,1.0,Good,33.0,Good,0.0,Good,56.0,L1,135.3234357,7.086425043,L1,Moderate
Philippines,Malolos,63.0,1.0,Good,24.0,Good,1.0,Good,63.0,L1,166.8600578,-0.314355366,L1,Moderate
Venezuela (Bolivarian Republic of),Guasdualito,55.0,1.0,Good,8.0,Good,1.0,Good,55.0,L1,153.3876965,4.648925582,L1,Moderate
France,Brive La Gaillarde,37.0,1.0,Good,37.0,Good,1.0,Good,30.0,L0,103.9210776,-2.016408561,L0,Good
Pakistan,Dullewala,54.280221213285856,1.0,Good,31.0,Unhealthy for Sensitive Groups,3.0,Good,51.54006956500482,L3,140.70448398369385,4.610794289,L3,Unhealthy
Brazil,Boa Esperanca Do Sul,51.0,1.0,Good,12.0,Good,1.0,Good,51.0,L1,144.8715098,-1.080295929,L1,Moderate
United States of America,Crown Point,68.0,1.0,Good,9.0,Good,2.5217768596964723,Good,68.0,L1,170.8330801,-0.000170287,L1,Moderate
Philippines,Carigara,61.0,1.0,Good,23.0,Good,0.0,Good,61.0,L1,138.3974582,2.837266447,L1,Moderate
Russian Federation,Luga,35.0,1.0,Good,35.0,Good,0.0,Good,15.0,L0,99.9418571,14.79595074,L0,Good
,Mersin,46.0,1.0,Good,38.0,Good,0.0,Good,46.0,L0,123.5706537,2.327815158,L0,Good
South Africa,Botshabelo,87.0,1.0,Good,14.0,Good,4.0,Good,87.0,L1,231.7528189,2.97465873,L1,Moderate
Ethiopia,Aksum,74.0,1.0,Good,28.0,Good,0.0,Good,74.0,L1,192.2732591,3.771151418,L1,Moderate
Cameroon,Djang,76.0,1.0,,14.0,Good,1.0,Good,76.0,L1,188.0292109,4.627462254,L1,Moderate
Romania,Mizil,70.0,1.0,Good,27.0,Good,5.0,Good,70.0,L1,187.3208095,2.737197037,L1,Moderate
China,Fuxin,101.0,1.0,Good,34.0049615543053,Unhealthy for Sensitive Groups,1.0,Good,100.0,L2,278.6161322,8.626990709,L2,Unhealthy for Sensitive Groups
Cambodia,Kampong Chhnang,21.0,1.0,Good,31.0,Good,0.0,Good,21.0,L0,54.0002992,4.023812167,L0,Good
Brazil,Campo Grande,33.0,1.0,Good,21.0,Good,0.0,Good,33.0,L0,84.19341338,6.049090781,L0,Good
India,Gopalganj,52.94815406398561,1.0,Good,30.180963639037763,Unhealthy,1.0,Good,49.65442345509119,L3,137.34458257228263,4.593172124,L3,Unhealthy
India,Shamsabad,53.37162714726239,1.0,Good,31.0,Moderate,1.5861136180411235,Good,50.09255019909341,L5,138.40155871910176,4.820733023,L5,Hazardous
Russian Federation,Starokorsunskaya,44.0,1.0,,44.0,Good,4.0,Good,32.0,L0,130.3563098,-5.235435188,L0,Good
Germany,Rudersdorf,50.0,1.0,,35.0,Good,1.0,Good,50.0,L0,141.965715,2.309779129,L0,Good
Japan,Yashiro,41.0,1.0,Good,41.0,Good,1.0,Good,39.0,L0,105.6415425,13.89282856,L0,Good
United States of America,Oak Park,60.0,1.0,Good,33.0,Good,2.0,Good,60.0,L1,153.9097658,1.983229524,L1,Moderate
United States of America,Kennewick,37.0,1.0,Good,28.0,Good,2.0,Good,37.0,L0,98.37973547,8.782159716,L0,Good
Japan,Sugito,82.0,1.0,,26.0,Good,2.505215249224305,Good,82.0,L1,200.2587815,12.01718076,L1,Moderate
Germany,Ehingen,63.0,1.0,Good,54.0,Moderate,0.0,Good,63.0,L1,157.3193098,5.929322888,L1,Moderate
Indonesia,Sidareja,53.31679358266121,1.0,Good,7.0,Good,2.539104995604916,Good,56.08786140683196,L3,138.4734485555556,4.816422963820832,L3,Unhealthy
Spain,Guia De Isora,23.0,1.0,Good,23.0,Good,0.0,Good,8.0,L0,68.0325122,8.852009006,L0,Good
United States of America,Borger,49.0,1.0,Good,30.0,Good,1.0,Good,49.0,L0,149.1695927,6.393840223,L0,Good
Russian Federation,Ust Kut,59.0,1.0,Good,16.0,Good,1.0,Good,59.0,L1,154.3147788,7.731648,L1,Moderate
Brazil,Piracaia,102.0,1.0,Good,7.0,Good,3.540079949747924,Good,102.0,L2,259.4441018179411,14.69271383,L2,Unhealthy for Sensitive Groups
United States of America,Highview,63.0,1.0,Good,33.0,Good,1.6753113675710305,Good,63.0,L1,161.3091416,0.937597115,L1,Moderate
United States of America,Highland Springs,54.0,1.0,,34.0,Good,5.0,Good,54.0,L1,142.3105912,7.218254756,L1,Moderate
Poland,Stalowa Wola,56.0,1.0,Good,46.0,Good,0.0,Good,56.0,L1,143.0669577,4.960069197,L1,Moderate
Kenya,Nakuru,84.0,1.0,Good,12.0,Good,1.0,Good,84.0,L1,225.2343346,0.339863654,L1,Moderate
Brazil,Serra Negra,94.0,1.0,,3.0,Good,3.297739628742006,Good,94.0,L1,232.6568,5.480200204,L1,Moderate
United States of America,Thornton,45.0,1.0,,31.0,Good,1.7058521289009485,Good,45.0,L0,116.4166612,11.56139029,L0,Good
Turkey,Cumra,30.0,1.0,Good,30.0,Good,1.0,Good,29.0,L0,95.13449743,7.119551638,L0,Good
United States of America,Hanahan,73.0,1.0,Good,31.0,Good,2.2229674180469434,Good,73.0,L1,188.5939479,13.16722488,L1,Moderate
United States of America,Prattville,50.0,1.0,Good,50.0,Good,4.0,Good,47.0,L0,149.2794918,4.952301294,L0,Good
United States of America,Kaysville,32.0,1.0,Good,26.0,Good,5.0,Good,32.0,L0,88.34126247,8.045280506,L0,Good
United States of America,Bluefield,36.0,1.0,Good,36.0,Good,1.0,Good,18.0,L0,85.70675412,0.008034131,L0,Good
Denmark,Skanderborg,36.0,1.0,Good,33.0,Good,1.0,Good,36.0,L0,91.25465849,2.164641834,L0,Good
India,Addanki,69.0,1.0,Good,31.0,Good,0.0,Good,69.0,L1,180.1170728,0.918206699,L1,Moderate
Brazil,Morro Da Fumaca,30.0,1.0,Good,23.0,Good,1.0,Good,30.0,L0,84.78300392,-4.815782989,L0,Good
Philippines,Hagonoy,52.0,1.0,Good,27.0,Good,0.0,Good,52.0,L1,141.0247344,8.191864848,L1,Moderate
Colombia,Caldas,52.7727795709068,1.0,Good,0.0,Good,2.7256187049723906,Good,57.4017945665512,L2,137.26125449783706,1.48659005,L2,Unhealthy for Sensitive Groups
China,Datong,44.0,1.0,Good,31.0,Good,1.0,Good,38.0,L0,115.7205085,3.757782757,L0,Good
Brazil,Cacequi,24.0,1.0,Good,24.0,Good,1.0882809577987107,Good,9.0,L0,70.5101706,8.517818172,L0,Good
Sudan,Tawkar,53.3240837967355,1.0,Good,27.0,Good,0.0,Good,50.1237120578346,L3,138.08810011047754,12.21996669,L3,Unhealthy
Ukraine,Kivertsi,60.0,1.0,,33.0,Good,0.0,Good,60.0,L1,162.4268242,6.584341584,L1,Moderate
Ecuador,Quito,56.99199617673785,1.0,Good,0.0,Good,7.0,Good,62.930983209845316,L2,147.66471827653186,9.792955549,L2,Unhealthy for Sensitive Groups
Italy,Maddaloni,69.0,1.0,Good,40.13090865476368,Moderate,0.0,Good,56.0,L1,171.9326549,1.985799706,L1,Moderate
Brazil,Codajas,36.0,1.0,Good,4.0,Good,0.0,Good,36.0,L0,99.32216691,-0.812731642,L0,Good
China,Juxian,104.68628955953673,1.0,,26.887379480143576,Unhealthy,2.0,Good,113.0,L2,266.39858686974145,4.6697431,L2,Unhealthy
Czechia,Veseli Nad Moravou,69.0,1.0,Good,49.0,Good,0.0,Good,69.0,L1,185.9546053,4.602024935,L1,Moderate
India,Kaithal,52.45142404054062,1.0,Good,31.879138948314978,Unhealthy for Sensitive Groups,0.0,Good,48.35026265918888,L2,136.049939942423,5.379681955,L2,Unhealthy for Sensitive Groups
Mexico,Tonala,63.0,1.0,Good,7.0,Good,7.0,Good,63.0,L1,171.8534982,-4.499386603,L1,Moderate
United States of America,Minden,63.0,1.0,Good,20.0,Good,3.0,Good,63.0,L1,156.1636013,4.991994163,L1,Moderate
United States of America,Weehawken,64.0,1.0,Good,24.0,Good,2.0672565625770694,Good,64.0,L1,184.286338,3.693075168,L1,Moderate
United States of America,Winter Garden,68.0,1.0,Good,14.0,Good,2.438613688609362,Good,68.0,L1,182.6543749,2.952054232,L1,Moderate
United States of America,Wickliffe,88.0,1.0,Good,6.0,Good,3.2948968040229287,Good,88.0,L1,221.475473,13.16227829,L1,Moderate
Russian Federation,Biysk,40.0,1.0,Good,40.0,Good,0.0,Good,25.0,L0,95.77251436,5.063700676,L0,Good
India,Rawatbhata,51.995610216577816,1.0,Good,39.0,Good,0.0,Good,46.3504429481844,L3,134.9619221945247,1.336134187,L3,Unhealthy
Trinidad and Tobago,Point Fortin,93.0,1.0,Good,22.0,Good,2.0,Good,93.0,L1,250.1961326,6.200943725,L1,Moderate
Russian Federation,Polazna,41.0,1.0,Good,31.0,Good,1.0,Good,41.0,L0,102.5070941,4.286825315,L0,Good
Italy,Montalto Uffugo,46.0,1.0,Good,46.0,Good,0.0,Good,16.0,L0,108.0774259,17.40232173,L0,Good
Mexico,Guadalupe,28.0,1.0,Good,16.0,Good,2.0,Good,28.0,L0,63.4258421,-0.44352962,L0,Good
Brazil,Porto Calvo,25.0,1.0,Good,20.0,Good,0.0,Good,25.0,L0,81.24611268,-0.154232088,L0,Good
Comoros,Mutsamudu,34.0,1.0,Good,25.0,Good,0.0,Good,34.0,L0,87.38219278,-3.264623097,L0,Good
Russian Federation,Yanaul,43.0,1.0,Good,29.0,Good,1.0,Good,43.0,L0,107.4587133,1.878034045,L0,Good
United Kingdom of Great Britain and Northern Ireland,Belfast,29.0,1.0,Good,29.0,Good,2.0,Good,23.0,L0,72.46277663,-1.808955915,L0,Good
Japan,Taketa,50.0,1.0,Good,50.0,Good,0.0,Good,34.0,L0,129.5150414,2.617023529,L0,Good
Germany,Hemsbach,30.0,1.0,,30.0,Good,1.0,Good,24.0,L0,70.1039518,10.39092689,L0,Good
United States of America,Scotch Plains,58.0,1.0,Good,26.0,Good,2.169747757741849,Good,58.0,L1,147.1399578,14.71133905,L1,Moderate
France,Fontainebleau,66.0,1.0,Good,20.0,Good,4.0,Good,66.0,L1,170.4932817,2.400419787,L1,Moderate
China,Guangshui,53.27450948769386,1.0,,32.0,Good,1.5293522336695091,Good,49.76060643462394,L3,138.16624994930274,4.200912365945346,L3,Unhealthy
United States of America,Wilkes Barre,52.0,1.0,Good,35.0,Good,2.0,Good,52.0,L1,109.7772208,7.31806642,L1,Moderate
United States of America,Islip,83.0,1.0,Good,41.0,Good,1.98379899647632,Good,83.0,L1,212.9189592,9.9970029,L1,Moderate
Mexico,Tuxtla Gutierrez,69.0,1.0,Good,29.0,Good,1.0,Good,69.0,L1,190.2394673,-1.145580459,L1,Moderate
Netherlands,Heerlen,51.0,1.0,Good,35.0,Good,2.0,Good,51.0,L1,125.7760642,9.263688134,L1,Moderate
Spain,Onda,39.0,1.0,Good,39.0,Good,0.0,Good,21.0,L0,95.10489429,3.846978723,L0,Good
Sri Lanka,Weligama,47.0,1.0,Good,17.0,Good,2.0,Good,47.0,L0,107.2971321,2.056837396,L0,Good
Brazil,Ceara Mirim,34.0,1.0,Good,19.0,Good,1.0,Good,34.0,L0,94.44591995,-0.911510657,L0,Good
Colombia,Tulua,31.0,1.0,Good,15.0,Good,0.0,Good,31.0,L0,92.09508057,1.784439503,L0,Good
France,Pertuis,55.03038170196387,1.0,Good,31.0,Good,5.0,Good,53.18714189100972,L3,142.7204063499648,0.712568445,L3,Unhealthy
India,Selam,74.0,1.0,Good,27.0,Good,3.0,Good,74.0,L1,195.8815726,-1.064983823,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Watford,30.0,1.0,Good,30.0,Good,5.0,Good,24.0,L0,88.62393472,4.082481707,L0,Good
Brazil,Ipua,62.0,1.0,Good,10.0,Good,2.0,Good,62.0,L1,172.7081223,3.387840519,L1,Moderate
Cameroon,Rey Bouba,63.0,1.0,Good,31.0,Good,0.0,Good,63.0,L1,164.8855753,9.937380368,L1,Moderate
Germany,Northeim,47.0,1.0,Good,37.0,Good,1.0,Good,47.0,L0,132.7918044,3.820026506,L0,Good
Germany,Tonisvorst,28.0,1.0,,26.0,Good,2.0,Good,28.0,L0,87.10166095,3.673648483,L0,Good
Russian Federation,Kalininskaya,55.0,1.0,Good,30.0,Good,5.0,Good,55.0,L1,148.8322531,-3.055969981,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,South Shields,43.0,1.0,Good,38.0,Good,0.0,Good,43.0,L0,114.519399,2.929671697,L0,Good
Belgium,Esneux,43.0,1.0,Good,26.0,Good,4.0,Good,43.0,L0,97.98780784,0.738730691,L0,Good
China,Yingzhong,86.763391246097,1.0,Good,28.7393353137376,Unhealthy for Sensitive Groups,1.0,Good,90.0,L1,221.42524548261687,14.19452267,L1,Unhealthy for Sensitive Groups
Qatar,Doha,52.923080125764365,1.0,Good,28.675434472969037,Unhealthy,2.0,Good,50.52523940591209,L2,137.42847471997945,0.232576981,L2,Unhealthy
Colombia,Envigado,103.0141591058638,1.0,Good,1.0,Good,3.9656322191333975,Good,117.0,L2,262.3919990050337,7.581048378,L2,Unhealthy for Sensitive Groups
Russian Federation,Likhoslavl,31.0,1.0,Good,31.0,Good,0.0,Good,28.0,L0,76.07223617,-5.163008185,L0,Good
Germany,Burg,59.0,1.0,Good,36.0,Good,2.0,Good,59.0,L1,153.5291739,5.258111253,L1,Moderate
United States of America,Cedar Falls,53.0,1.0,Good,31.0,Good,1.0,Good,53.0,L1,128.4734564,8.802719787,L1,Moderate
Germany,Uetze,36.0,1.0,Good,33.0,Good,1.0,Good,36.0,L0,91.75927816,12.37718906,L0,Good
Colombia,Viterbo,55.0,1.0,Good,31.0,Good,0.0,Good,55.0,L1,145.7394278,0.870640782,L1,Moderate
Colombia,Velez,53.0,1.0,Good,3.0,Good,5.0,Good,53.0,L1,121.4909602,7.642580325,L1,Moderate
China,Keelung,63.0,1.0,Good,49.0,Good,1.112273934647015,Good,63.0,L1,171.1537497,-0.756957314,L1,Moderate
Uruguay,Treinta Y Tres,24.0,1.0,Good,24.0,Good,0.0,Good,8.0,L0,72.58824416,-5.074097287,L0,Good
France,Gonesse,71.0,1.0,Good,28.0,Good,5.0,Good,71.0,L1,184.9140912,-5.12568122,L1,Moderate
France,Le Mee Sur Seine,65.0,1.0,Good,28.0,Good,6.0,Good,65.0,L1,162.6701607,5.787802337,L1,Moderate
Russian Federation,Aleksandrovsk Sakhalinskiy,43.0,1.0,,24.0,Good,1.5239499366506613,Good,43.0,L0,109.599696,-3.234845056,L0,Good
India,Kamareddi,54.639841186525416,1.0,Good,42.0,Good,3.0,Good,49.25399060741532,L3,141.4956305961455,5.387879827,L3,Unhealthy
India,Vasudevanallur,60.0,1.0,Good,23.0,Good,0.0,Good,60.0,L1,147.7253429,5.273155085,L1,Moderate
Kazakhstan,Ekibastuz,51.0,1.0,Good,32.0,Good,2.0,Good,51.0,L1,123.2528812,15.53824694,L1,Moderate
Spain,Cartama,43.0,1.0,Good,43.0,Good,0.0,Good,19.0,L0,121.9351682,-0.263285564,L0,Good
Russian Federation,Lipetsk,34.0,1.0,,34.0,Good,1.0,Good,25.0,L0,90.46079222,4.470443428,L0,Good
Pakistan,Daro,53.25007126478675,1.0,Good,31.0,Good,0.0,Good,49.14015887462653,L3,137.90104653308055,11.1064201,L3,Unhealthy
Mexico,Acahualco,53.239102762658234,1.0,Good,39.0,Good,2.0,Good,48.364296247007246,L3,138.12152139567849,0.801228809,L3,Unhealthy
Nepal,Waling,71.0,1.0,Good,58.0,Moderate,0.0,Good,71.0,L1,182.9154184,5.431551641,L1,Moderate
Russian Federation,Pereslavl Zalesskiy,28.0,1.0,Good,28.0,Good,0.0,Good,18.0,L0,63.62399795,13.42489515,L0,Good
Russian Federation,Kashin,33.0,1.0,,33.0,Good,0.0,Good,12.0,L0,86.89314567,-4.49199417,L0,Good
Finland,Ylojarvi,35.0,1.0,Good,35.0,Good,1.0,Good,13.0,L0,97.33494702,-3.398473981,L0,Good
South Africa,Ulundi,90.0,1.0,,27.0,Good,2.0,Good,90.0,L1,229.7560143,5.503763698735374,L1,Moderate
Mexico,Las Rosas,47.0,1.0,Good,24.0,Good,0.0,Good,47.0,L0,109.6164858,0.061576085,L0,Good
France,Mende,44.0,1.0,Good,39.0,Good,0.0,Good,44.0,L0,107.909711,-2.286698661,L0,Good
India,Dharmabad,51.54609935006491,1.0,Good,40.0,Good,0.0,Good,45.784110372667406,L2,133.91596656627885,-1.880673164,L2,Unhealthy for Sensitive Groups
Oman,Salalah,87.0,1.0,Good,31.0,Good,0.0,Good,87.0,L1,224.9382693,3.192291666,L1,Moderate
Japan,Ishigaki,65.21633767635743,1.0,Good,31.371880368422538,Unhealthy for Sensitive Groups,0.0,Good,64.0,L1,167.88428819356199,5.417503613,L1,Unhealthy for Sensitive Groups
,Carteret,56.0,1.0,Good,29.0,Good,1.623552043467766,Good,56.0,L1,143.9984592,-1.584615593,L1,Moderate
Netherlands,Mierlo,49.0,1.0,Good,24.0,Good,7.0,Good,49.0,L0,122.2631447,-7.330706396,L0,Good
Russian Federation,Prokhorovka,39.0,1.0,Good,39.0,Good,0.0,Good,35.0,L0,114.9310358,12.91012729,L0,Good
Tunisia,Talah,43.0,1.0,Good,43.0,Good,0.0,Good,21.0,L0,111.5857964,2.696768248,L0,Good
,Kalianget,45.0,1.0,Good,33.0,Good,0.0,Good,45.0,L0,106.9109241,3.257283342,L0,Good
Greece,Edessa,109.0,1.0,Good,43.0,Good,1.0,Good,109.0,L2,280.8429996,2.336048845,L2,Unhealthy for Sensitive Groups
United States of America,Lake Havasu City,66.0,1.0,Good,28.0,Good,1.0,Good,66.0,L1,173.2169781,4.166649641,L1,Moderate
Brazil,Pontes E Lacerda,29.0,1.0,Good,3.0,Good,0.0,Good,29.0,L0,80.29767708,-1.283655849,L0,Good
Japan,Bibai,44.0,1.0,Good,32.0,Good,3.0,Good,44.0,L0,128.1711507,1.13756452,L0,Good
Brazil,Mimoso Do Sul,51.0,1.0,Good,7.0,Good,3.0,Good,51.0,L1,127.0601659,5.040027692,L1,Moderate
Bulgaria,Kozloduj,51.0,1.0,Good,35.0,Good,2.0,Good,51.0,L1,134.4655478,-0.472332531,L1,Moderate
Egypt,Tahta,54.26630831197259,1.0,Good,44.0,Good,2.0,Good,47.967341589166026,L3,140.48352035571622,7.043061145,L3,Unhealthy
United States of America,Bryant,50.0,1.0,,32.0,Good,1.5079252495791455,Good,50.0,L0,108.6681557,2.118282077,L0,Good
Chad,Mongo,53.0,1.0,Good,10.0,Good,1.0,Good,53.0,L1,122.8321481,6.14673509,L1,Moderate
Germany,Nidderau,51.0,1.0,Good,26.0,Good,3.0,Good,51.0,L1,126.3557648,1.729959524,L1,Moderate
India,Kenda,55.29588126437918,1.0,Good,34.0,Good,5.0,Good,52.68813974074069,L2,143.32430156376643,2.065906074,L2,Unhealthy for Sensitive Groups
India,Bagaha,53.554240366134295,1.0,Good,31.0,Good,1.61745967332037,Good,50.24340632087947,L3,138.8283262752537,5.960452819,L3,Unhealthy
Netherlands,Winsum,37.0,1.0,Good,31.0,Good,0.0,Good,32.0,L0,98.1479135,3.960789028,L0,Good
United States of America,South Gate,52.0,1.0,Good,52.0,Moderate,1.0,Good,43.0,L0,149.0200933,2.255192646,L0,Moderate
Central African Republic,Grimari,28.0,1.0,Good,10.0,Good,0.0,Good,28.0,L0,46.91275408,9.399892099,L0,Good
China,Chaoyang,53.5355747514887,1.0,Good,29.964092288488807,Unhealthy for Sensitive Groups,1.0,Good,50.14226131283911,L3,138.70758464370365,8.616697826,L3,Unhealthy
France,Orsay,75.0,1.0,Good,20.0,Good,7.0,Good,75.0,L1,199.5767824,8.133845363,L1,Moderate
Belgium,Liedekerke,52.0,1.0,Good,38.0,Good,2.0,Good,52.0,L1,146.9615022,-4.156912066,L1,Moderate
