Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2,AQI_Category
Netherlands,Assen,36.0,1.0,Good,33.0,Good,1.0,Good,36.0,L0,2.954475488,Good
United States of America,Mira Loma,87.0,1.0,Good,5.0,Good,1.0,Good,87.0,L1,9.832495084,Moderate
Russian Federation,Petrozavodsk,28.0,1.0,Good,28.0,Good,1.0,Good,13.0,L0,-2.303000536,Good
Georgia,Zugdidi,50.0,1.0,Good,34.0,Good,0.0,Good,50.0,L0,1.909377098,Good
India,Petlawad,50.0,1.0,Good,33.0,Good,2.0,Good,50.0,L2,3.902603348,Unhealthy for Sensitive Groups
Mauritania,Atar,50.0,1.0,Good,32.0,Good,0.0,Good,50.0,L3,-0.108695715,Unhealthy
Japan,Wako,49.0,1.0,Good,36.0,Good,4.0,Good,49.0,L0,-0.00106038,Good
Indonesia,Temanggung,87.0,1.0,Good,31.0,Moderate,1.0,Good,87.0,L1,0.923269834,Moderate
United States of America,Loveland,61.0,1.0,Good,5.0,Good,1.0,Good,61.0,L1,7.453191493,Moderate
Mexico,Atlacomulco,83.0,1.0,Good,21.0,Good,3.0,Good,83.0,L1,4.198956786,Moderate
Russian Federation,Volokolamsk,50.0,1.0,,31.0,Good,0.0,Good,50.0,L0,6.067574245,Good
United Kingdom of Great Britain and Northern Ireland,Dronfield,39.0,1.0,Good,31.0,Good,1.0,Good,39.0,L0,-3.314851985,Good
Colombia,Miranda,52.0,1.0,Good,6.0,Good,3.0,Good,52.0,L1,0.185041359,Moderate
Japan,Tamano,47.0,1.0,Good,47.0,Good,1.0,Good,23.0,L0,5.647000332,Good
United States of America,Sioux Falls,40.0,1.0,Good,37.0,Good,2.0,Good,40.0,L0,5.521549142,Good
Belgium,Hoeilaart,67.0,1.0,,28.0,Good,7.0,Good,67.0,L1,3.443091091,Moderate
India,Bargi,50.0,1.0,Good,37.0,Good,0.0,Good,50.0,L3,-0.585782637,Unhealthy
Senegal,Diourbel,50.0,1.0,Good,13.0,Good,4.0,Good,50.0,L3,2.914467923,Unhealthy
Japan,Itoigawa,36.0,1.0,,36.0,Good,1.0,Good,24.0,L0,3.859638578,Good
United States of America,East Brunswick,55.0,1.0,Good,31.0,Good,1.0,Good,55.0,L1,2.745298003,Moderate
United States of America,Fox Lake,60.0,1.0,Good,18.0,Good,1.0,Good,60.0,L1,8.220175087,Moderate
Colombia,Luruaco,50.0,1.0,Good,13.0,Good,7.0,Good,50.0,L2,2.630804706,Unhealthy for Sensitive Groups
India,Kalas,99.0,1.0,Good,25.0,Good,0.0,Good,99.0,L1,1.105869128,Moderate
France,Millau,50.0,1.0,Good,36.0,Good,1.0,Good,50.0,L2,10.99867873,Unhealthy for Sensitive Groups
Russian Federation,Pargolovo,31.0,1.0,Good,31.0,Good,2.0,Good,23.0,L0,1.152572214,Good
India,Jhalawar,50.0,1.0,Good,41.0,Good,0.0,Good,50.0,L3,5.569064357,Unhealthy
Japan,Miyako,35.0,1.0,Good,35.0,Good,1.0,Good,22.0,L0,3.921055042,Good
United Kingdom of Great Britain and Northern Ireland,Salford,58.0,1.0,Good,32.0,Good,1.0,Good,58.0,L1,5.57611634,Moderate
Pakistan,Chishtian Mandi,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,7.04957701,Unhealthy
United States of America,Cross Lanes,77.0,1.0,Good,9.0,Good,1.0,Good,77.0,L1,2.327231084,Moderate
China,Yongchang,50.0,1.0,,40.0,Good,6.0,Good,50.0,L3,-0.964293042,Unhealthy
United States of America,Sherwood,61.0,1.0,Good,29.0,Good,3.0,Good,61.0,L1,2.661193556,Moderate
Brazil,Campinas,80.0,1.0,Good,9.0,Good,7.0,Good,80.0,L1,3.889413326,Moderate
South Africa,Heilbron,71.0,1.0,Good,21.0,Good,4.0,Good,71.0,L1,5.8256492,Moderate
Turkey,Urla,43.0,1.0,Good,43.0,Good,1.0,Good,31.0,L0,4.604444772,Good
El Salvador,Cojutepeque,50.0,1.0,Good,31.0,Good,1.0,Good,50.0,L2,4.155843588,Unhealthy for Sensitive Groups
India,Jatara,50.0,1.0,Good,50.0,Good,0.0,Good,50.0,L3,-2.725220016,Unhealthy
United States of America,Las Cruces,56.0,1.0,,12.0,Good,1.0,Good,56.0,L1,7.337114167,Moderate
Nigeria,Minna,76.0,1.0,Good,18.0,Good,1.0,Good,76.0,L1,15.86970852,Moderate
France,Provins,56.0,1.0,Good,30.0,Good,2.0,Good,56.0,L1,14.6104009,Moderate
Switzerland,Spiez,32.0,1.0,Good,32.0,Good,0.0,Good,20.0,L0,4.707596084,Good
Germany,Kitzingen,51.0,1.0,Good,34.0,Good,2.0,Good,51.0,L1,1.535214552,Moderate
Madagascar,Anjozorobe,22.0,1.0,Good,22.0,Good,0.0,Good,17.0,L0,5.829178569,Good
Germany,Albstadt,72.0,1.0,Good,24.0,Good,3.0,Good,72.0,L1,11.23724694,Moderate
Mexico,Zacoalco,51.0,1.0,Good,8.0,Good,4.0,Good,51.0,L1,12.53543609,Moderate
India,Tadpatri,88.0,1.0,Good,29.0,Good,4.0,Good,88.0,L1,1.719713066,Moderate
India,Mahendragarh,50.0,1.0,Good,42.0,Good,0.0,Good,50.0,L5,0.396517904,Hazardous
Italy,Virgilio,79.0,1.0,,30.0,Good,7.0,Good,79.0,L1,-2.017977241,Moderate
Israel,Qiryat Gat,80.0,1.0,Good,31.0,Moderate,4.0,Good,80.0,L1,0.31154428,Moderate
Brazil,Santa Adelia,61.0,1.0,Good,31.0,Good,0.0,Good,61.0,L1,7.056832672,Moderate
Belgium,Zemst,65.0,1.0,Good,27.0,Good,1.0,Good,65.0,L1,7.454677171,Moderate
Finland,Pirkkala,29.0,1.0,Good,29.0,Good,1.0,Good,5.0,L0,2.242267477,Good
South Africa,Malmesbury,50.0,1.0,Good,22.0,Good,1.0,Good,50.0,L2,6.833546848,Unhealthy for Sensitive Groups
Malawi,Monkey Bay,55.0,1.0,Good,20.0,Good,0.0,Good,55.0,L1,12.0565588,Moderate
India,Padmanabhapuram,63.0,1.0,Good,26.0,Good,1.0,Good,63.0,L1,-1.920476164,Moderate
Uganda,Hoima,59.0,1.0,Good,17.0,Good,0.0,Good,59.0,L1,4.633888978,Moderate
Democratic Republic of the Congo,Kongolo,50.0,1.0,Good,21.0,Good,2.0,Good,50.0,L2,1.953056213,Unhealthy for Sensitive Groups
United States of America,Laguna Beach,46.0,1.0,Good,24.0,Good,1.0,Good,46.0,L0,13.50473216,Good
United States of America,Brentwood,35.0,1.0,Good,29.0,Good,1.0,Good,35.0,L0,8.443952992,Good
India,Bagar,50.0,1.0,Good,34.0,Good,0.0,Good,50.0,L5,5.119133886,Hazardous
India,Aliganj,50.0,1.0,Good,31.0,Unhealthy,2.0,Good,50.0,L3,14.06490905,Unhealthy
India,Muvattupula,89.0,1.0,Good,25.0,Good,1.0,Good,89.0,L1,8.028875318,Moderate
Poland,Kalisz,34.0,1.0,Good,32.0,Good,1.0,Good,34.0,L0,2.381109821,Good
United States of America,Racine,81.0,1.0,Good,3.0,Good,1.0,Good,81.0,L1,7.564961687,Moderate
United States of America,Fenton,47.0,1.0,Good,30.0,Good,1.0,Good,47.0,L0,10.03053455,Good
Brazil,Carira,21.0,1.0,Good,21.0,Good,0.0,Good,13.0,L0,-0.1776484,Good
Brazil,Pereira Barreto,55.0,1.0,Good,24.0,Good,0.0,Good,55.0,L1,5.481165432,Moderate
Belgium,Puurs,64.0,1.0,Good,29.0,Good,1.0,Good,64.0,L1,8.613424585,Moderate
Uruguay,Young,11.0,1.0,Good,11.0,Good,1.0,Good,11.0,L0,6.450022767,Good
India,Jhanjharpur,102.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,70.0,L1,6.023887415,Unhealthy for Sensitive Groups
United States of America,Lake Oswego,74.0,1.0,,24.0,Good,1.0,Good,74.0,L1,8.275357874,Moderate
China,Huaihua,50.0,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,68.0,L1,15.09277724,Unhealthy for Sensitive Groups
Russian Federation,Kotelnikovo,39.0,1.0,Good,39.0,Good,0.0,Good,20.0,L0,-5.003596566,Good
Japan,Kasugai,49.0,1.0,Good,49.0,Good,2.0,Good,45.0,L0,2.08890907,Good
Poland,Paslek,36.0,1.0,Good,32.0,Good,0.0,Good,36.0,L0,8.080009484,Good
China,Yiyang,50.0,1.0,Good,18.0,Good,1.0,Good,50.0,L3,15.03325965,Unhealthy
Peru,Juliaca,18.0,1.0,,3.0,Good,2.0,Good,18.0,L0,9.421609208,Good
Italy,Frattamaggiore,65.0,1.0,Good,48.0,Good,1.0,Good,65.0,L1,4.271951952,Moderate
Nepal,Rajbiraj,50.0,1.0,Good,31.0,Moderate,1.0,Good,50.0,L2,6.946504193,Unhealthy for Sensitive Groups
Thailand,Lop Buri,47.0,1.0,Good,28.0,Good,0.0,Good,47.0,L0,2.045973943,Good
Brazil,Pastos Bons,54.0,1.0,Good,13.0,Good,0.0,Good,54.0,L1,8.395077601,Moderate
Senegal,Pout,50.0,1.0,Good,18.0,Good,4.0,Good,50.0,L3,5.944191798,Unhealthy
Spain,Elda,31.0,1.0,Good,31.0,Good,1.0,Good,21.0,L0,2.032395026,Good
Brazil,Varzea Grande,39.0,1.0,Good,11.0,Good,1.0,Good,39.0,L0,-4.591970211,Good
India,Kayalpattinam,51.0,1.0,,25.0,Good,2.0,Good,51.0,L1,1.391656876,Moderate
France,Fleury Les Aubrais,38.0,1.0,Good,23.0,Good,2.0,Good,38.0,L0,1.241780725,Good
Germany,Dingolfing,29.0,1.0,Good,29.0,Good,1.0,Good,26.0,L0,-1.992709106,Good
Serbia,Podujevo,46.0,1.0,Good,37.0,Good,0.0,Good,46.0,L0,-1.470756983,Good
China,Renqiu,50.0,1.0,Good,39.0,Good,1.0,Good,50.0,L2,9.740559873,Unhealthy for Sensitive Groups
Iran (Islamic Republic of),Ardakan,50.0,1.0,,47.0,Good,0.0,Good,50.0,L3,3.4596263,Unhealthy
Belgium,Brussels,53.0,1.0,Good,37.0,Good,2.0,Good,53.0,L1,6.276149017,Moderate
United States of America,Clive,55.0,1.0,,26.0,Good,6.0,Good,55.0,L1,2.875998505,Moderate
Pakistan,Mailsi,50.0,1.0,Good,45.0,Good,0.0,Good,50.0,L5,11.58328284,Hazardous
Azerbaijan,Badamdar,44.0,1.0,Good,36.0,Good,0.0,Good,44.0,L0,1.382525612,Good
Italy,Castel Volturno,54.0,1.0,Good,48.0,Good,1.0,Good,54.0,L1,5.43873918,Moderate
Turkey,Selcuk,49.0,1.0,Good,49.0,Good,2.0,Good,36.0,L0,7.124635636,Good
Greece,Rethimnon,72.0,1.0,Good,41.0,Good,0.0,Good,72.0,L1,-2.36004227,Moderate
Brazil,Barreirinha,25.0,1.0,Good,6.0,Good,0.0,Good,25.0,L0,2.82259516,Good
Italy,Calvizzano,40.0,1.0,Good,34.0,Good,7.0,Good,40.0,L0,7.068826438,Good
Colombia,Agustin Codazzi,57.0,1.0,Good,31.0,Good,3.0,Good,57.0,L1,4.980017761,Moderate
India,Palwal,50.0,1.0,,31.0,Unhealthy,2.0,Good,50.0,L3,12.69654937,Unhealthy
Argentina,San Juan,26.0,1.0,Good,8.0,Good,4.0,Good,26.0,L0,-1.83514362,Good
Somalia,Jamame,33.0,1.0,Good,26.0,Good,0.0,Good,33.0,L0,10.59460787,Good
Mexico,Xalatlaco,50.0,1.0,Good,6.0,Good,1.0,Good,50.0,L3,1.454581463,Unhealthy
United States of America,Cedar Hill,56.0,1.0,,27.0,Good,5.0,Good,56.0,L1,7.690652247,Moderate
Brazil,Panambi,20.0,1.0,Good,20.0,Good,0.0,Good,18.0,L0,0.554669675,Good
Spain,Castro Urdiales,41.0,1.0,Good,31.0,Good,0.0,Good,18.0,L0,6.977886017,Good
China,Jianhu,50.0,1.0,Good,31.0,Good,1.0,Good,50.0,L3,3.268611555,Unhealthy
Brazil,Buriti Bravo,20.0,1.0,Good,18.0,Good,0.0,Good,20.0,L0,-0.66232697,Good
India,Vasai,50.0,1.0,Good,28.0,Good,3.0,Good,50.0,L3,9.512677124,Unhealthy
Brazil,Paicandu,21.0,1.0,Good,10.0,Good,1.0,Good,21.0,L0,9.454159116,Good
France,Antony,35.0,1.0,Good,27.0,Good,3.0,Good,35.0,L0,2.817456005,Good
France,Saint Quentin,39.0,1.0,Good,25.0,Good,2.0,Good,39.0,L0,1.02677946,Good
Japan,Tatebayashi,61.0,1.0,Good,57.0,Moderate,2.0,Good,61.0,L1,-6.069863707,Moderate
India,Nagothana,101.0,1.0,Good,23.0,Good,0.0,Good,101.0,L2,7.440194179,Unhealthy for Sensitive Groups
China,Bianzhuang,50.0,1.0,Good,31.0,Unhealthy,2.0,Good,50.0,L3,6.832371849,Unhealthy
Romania,Codlea,58.0,1.0,Good,39.0,Good,0.0,Good,58.0,L1,6.513862081,Moderate
Japan,Tagajo,40.0,1.0,Good,40.0,Good,0.0,Good,15.0,L0,-3.651130878,Good
United States of America,Brown Deer,51.0,1.0,Good,14.0,Good,1.0,Good,51.0,L1,13.36565602,Moderate
Poland,Kwidzyn,30.0,1.0,Good,30.0,Good,1.0,Good,28.0,L0,7.965799556,Good
India,Khambhaliya,50.0,1.0,Good,29.0,Good,0.0,Good,50.0,L3,-1.488159527,Unhealthy
Italy,Cavarzere,50.0,1.0,Good,31.0,Good,4.0,Good,50.0,L0,-1.047693561,Good
Brazil,Maribondo,24.0,1.0,Good,24.0,Good,0.0,Good,16.0,L0,-0.024739447,Good
Georgia,Borjomi,65.0,1.0,Good,32.0,Good,0.0,Good,65.0,L1,0.255409418,Moderate
United States of America,Bowling Green,74.0,1.0,Good,24.0,Good,1.0,Good,74.0,L1,10.57084023,Moderate
United Kingdom of Great Britain and Northern Ireland,Lisburn,28.0,1.0,Good,28.0,Good,3.0,Good,17.0,L0,5.626959096,Good
Venezuela (Bolivarian Republic of),Charallave,48.0,1.0,Good,29.0,Good,0.0,Good,48.0,L0,10.62571483,Good
France,Noisy Le Sec,70.0,1.0,Good,46.0,Good,1.0,Good,70.0,L1,-3.450745463,Moderate
Japan,Muroran,35.0,1.0,Good,35.0,Good,1.0,Good,27.0,L0,-3.305416885,Good
Austria,Wiener Neustadt,35.0,1.0,Good,31.0,Good,1.0,Good,35.0,L0,2.329786079,Good
Russian Federation,Sterlitamak,38.0,1.0,Good,31.0,Good,0.0,Good,19.0,L0,-1.841154225,Good
,Cabedelo,23.0,1.0,Good,23.0,Good,0.0,Good,20.0,L0,11.78452088,Good
China,Yakeshi,41.0,1.0,Good,37.0,Good,0.0,Good,41.0,L0,8.685096678,Good
Panama,Changuinola,34.0,1.0,Good,31.0,Good,0.0,Good,34.0,L0,1.518146046,Good
Chad,Ngama,101.0,1.0,Good,41.0,Good,0.0,Good,101.0,L2,2.958916139,Unhealthy for Sensitive Groups
Ecuador,Quevedo,74.0,1.0,Good,3.0,Good,7.0,Good,74.0,L1,9.274584172,Moderate
Russian Federation,Dorogobuzh,32.0,1.0,Good,32.0,Good,0.0,Good,22.0,L0,-1.460040789,Good
Belgium,Soumagne,48.0,1.0,Good,23.0,Good,4.0,Good,48.0,L0,1.537485762,Good
Russian Federation,Inza,40.0,1.0,Good,32.0,Good,1.0,Good,40.0,L0,0.826442566,Good
Mozambique,Manica,45.0,1.0,Good,16.0,Good,0.0,Good,45.0,L0,0.210754231,Good
United States of America,Willow Grove,55.0,1.0,Good,31.0,Good,1.0,Good,55.0,L1,-0.107502295,Moderate
Pakistan,Tank,50.0,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,10.97412624,Unhealthy
Hungary,Erd,62.0,1.0,Good,39.0,Good,2.0,Good,62.0,L1,-0.999298026,Moderate
Czechia,Roudnice,57.0,1.0,Good,46.0,Good,1.0,Good,57.0,L1,6.345449755,Moderate
Brazil,Cangucu,20.0,1.0,Good,20.0,Good,0.0,Good,9.0,L0,4.237580481,Good
Italy,Maniago,76.0,1.0,Good,31.0,Good,0.0,Good,76.0,L1,-3.830168765,Moderate
Italy,Asti,59.0,1.0,Good,34.0,Good,3.0,Good,59.0,L1,-7.183678801,Moderate
Thailand,Sadao,58.0,1.0,,28.0,Good,0.0,Good,58.0,L1,1.84394193,Moderate
United States of America,Herndon,59.0,1.0,Good,41.0,Good,5.0,Good,59.0,L1,12.83634983,Moderate
France,Yzeure,39.0,1.0,Good,31.0,Good,1.0,Good,39.0,L0,0.262424264,Good
Ukraine,Sumy,52.0,1.0,Good,31.0,Good,1.0,Good,52.0,L1,2.868768002,Moderate
Iran (Islamic Republic of),Gonbad E Qabus,84.0,1.0,Good,45.0,Good,0.0,Good,84.0,L1,9.371090351,Moderate
India,Ichalkaranji,90.0,1.0,Good,24.0,Good,0.0,Good,90.0,L1,-0.632424113,Moderate
Turkey,Patnos,59.0,1.0,Good,38.0,Good,0.0,Good,59.0,L1,7.251803123,Moderate
United States of America,Bell,50.0,1.0,Good,6.0,Good,1.0,Good,50.0,L2,11.94553252,Unhealthy for Sensitive Groups
India,Nirmal,50.0,1.0,Good,31.0,Good,0.0,Good,50.0,L2,8.558700534,Unhealthy for Sensitive Groups
Pakistan,Khurianwala,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,7.000444512,Unhealthy
Ukraine,Chortkiv,79.0,1.0,Good,33.0,Good,1.0,Good,79.0,L1,0.166716839,Moderate
Italy,Mugnano Di Napoli,38.0,1.0,Good,34.0,Good,7.0,Good,38.0,L0,3.760141803,Good
Russian Federation,Zaraysk,34.0,1.0,Good,34.0,Good,1.0,Good,22.0,L0,-0.15242136,Good
South Africa,Viljoenskroon,50.0,1.0,Good,19.0,Good,7.0,Good,50.0,L2,10.86642925,Unhealthy for Sensitive Groups
China,Chaochou,91.0,1.0,Good,31.0,Moderate,2.0,Good,67.0,L1,13.16716708,Moderate
China,Suixi,50.0,1.0,Good,31.0,Unhealthy,2.0,Good,84.0,L1,4.237580481,Unhealthy
Russian Federation,Mariinsk,31.0,1.0,Good,31.0,Good,0.0,Good,29.0,L0,-9.555893415,Good
Poland,Rydultowy,96.0,1.0,Good,38.0,Good,2.0,Good,96.0,L1,7.15183304,Moderate
India,Davorlim,73.0,1.0,Good,25.0,Good,0.0,Good,73.0,L1,-1.420884319,Moderate
Angola,Soyo,77.0,1.0,Good,23.0,Good,0.0,Good,77.0,L1,1.971239155,Moderate
India,Kheralu,50.0,1.0,Good,35.0,Good,0.0,Good,50.0,L3,8.051165259,Unhealthy
Italy,Camaiore,74.0,1.0,Good,31.0,Moderate,0.0,Good,36.0,L0,0.729370159,Moderate
United States of America,Stuart,60.0,1.0,Good,17.0,Good,1.0,Good,60.0,L1,11.67135527,Moderate
Philippines,Surigao,53.0,1.0,,22.0,Good,0.0,Good,53.0,L1,2.191613501,Moderate
United States of America,Staunton,61.0,1.0,Good,24.0,Good,5.0,Good,61.0,L1,4.237580481,Moderate
Spain,Alcorcon,26.0,1.0,Good,20.0,Good,4.0,Good,26.0,L0,-8.340590285,Good
Italy,San Vito Dei Normanni,48.0,1.0,Good,48.0,Good,1.0,Good,33.0,L0,5.579682429,Good
Brazil,Tucuma,46.0,1.0,Good,31.0,Good,0.0,Good,46.0,L0,2.196596784,Good
China,Cholan,50.0,1.0,Good,0.0,Good,1.0,Moderate,50.0,L3,9.304252975,Unhealthy
Bosnia and Herzegovina,Cazin,50.0,1.0,Good,33.0,Good,0.0,Good,50.0,L0,-0.215961476,Good
Turkey,Erdemli,58.0,1.0,Good,41.0,Good,0.0,Good,58.0,L1,-6.121157042,Moderate
Germany,Muhldorf,71.0,1.0,,31.0,Moderate,0.0,Good,71.0,L1,2.276744579,Moderate
India,Kumbakonam,92.0,1.0,Good,29.0,Good,4.0,Good,92.0,L1,6.14726334,Moderate
India,Jahazpur,50.0,1.0,Good,21.0,Good,7.0,Good,50.0,L3,7.089830692,Unhealthy
Sudan,Tandalti,98.0,1.0,Good,56.0,Moderate,0.0,Good,98.0,L1,-0.191843164,Moderate
France,La Fleche,31.0,1.0,Good,26.0,Good,2.0,Good,31.0,L0,-2.153617279,Good
Thailand,Bangkok,69.0,1.0,Good,25.0,Good,1.0,Good,69.0,L1,-3.057095996,Moderate
Mexico,Papasquiaro,32.0,1.0,Good,23.0,Good,0.0,Good,32.0,L0,1.992047671,Good
Zimbabwe,Bulawayo,65.0,1.0,Good,17.0,Good,1.0,Good,65.0,L1,4.15917299,Moderate
Thailand,Chai Nat,62.0,1.0,Good,16.0,Good,2.0,Good,62.0,L1,0.572458443,Moderate
Papua New Guinea,Lae,18.0,1.0,Good,18.0,Good,0.0,Good,11.0,L0,-4.891988555,Good
Romania,Radauti,57.0,1.0,Good,44.0,Good,0.0,Good,57.0,L1,2.675698181,Moderate
Mexico,Chemax,65.0,1.0,,31.0,Good,0.0,Good,65.0,L1,15.35651793,Moderate
United States of America,West Palm Beach,37.0,1.0,Good,37.0,Good,0.0,Good,20.0,L0,8.829907386,Good
India,Parlakimidi,77.0,1.0,Good,38.0,Good,1.0,Good,77.0,L1,4.053054236,Moderate
Germany,Eching,48.0,1.0,Good,26.0,Good,3.0,Good,48.0,L0,12.91461308,Good
Bolivia (Plurinational State of),Cochabamba,32.0,1.0,Good,2.0,Good,2.0,Good,32.0,L0,5.820079451,Good
Japan,Asahikawa,31.0,1.0,,31.0,Good,0.0,Good,8.0,L0,1.059696561,Good
India,Pathalgaon,50.0,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,-1.960508895,Unhealthy
Nigeria,Obosi,50.0,1.0,Good,24.0,Good,5.0,Good,50.0,L2,14.44160237,Unhealthy for Sensitive Groups
Brazil,Fartura,32.0,1.0,Good,13.0,Good,1.0,Good,32.0,L0,15.35229637,Good
Russian Federation,Pechora,17.0,1.0,Good,17.0,Good,1.0,Good,17.0,L0,2.901634781,Good
Italy,Palagiano,44.0,1.0,Good,44.0,Good,1.0,Good,22.0,L0,2.12778554,Good
Zimbabwe,Bindura,93.0,1.0,Good,14.0,Good,3.0,Good,93.0,L1,10.12639169,Moderate
India,Jalakandapuram,55.0,1.0,Good,27.0,Good,2.0,Good,55.0,L1,-4.986073793,Moderate
Philippines,Masinloc,62.0,1.0,Good,25.0,Good,0.0,Good,62.0,L1,-7.897885357,Moderate
United States of America,Jacksonville Beach,83.0,1.0,Good,31.0,Moderate,3.0,Good,29.0,L0,0.446486746,Moderate
India,Meghraj,50.0,1.0,Good,37.0,Good,0.0,Good,50.0,L3,7.936575756,Unhealthy
India,Shrirangapattana,53.0,1.0,Good,24.0,Good,0.0,Good,53.0,L1,0.751457872,Moderate
Czechia,Cesky Tesin,71.0,1.0,,46.0,Good,0.0,Good,71.0,L1,4.399741586,Moderate
United Republic of Tanzania,Ndungu,32.0,1.0,Good,19.0,Good,0.0,Good,32.0,L0,2.100956191,Good
Somalia,Jilib,28.0,1.0,Good,20.0,Good,0.0,Good,28.0,L0,-1.076968143,Good
Brazil,Varjota,52.0,1.0,Good,2.0,Good,3.0,Good,52.0,L1,9.282068568,Moderate
India,Jaynagar,100.0,1.0,,31.0,Unhealthy for Sensitive Groups,0.0,Good,75.0,L1,13.60584548,Unhealthy for Sensitive Groups
Brazil,Pindorama,28.0,1.0,Good,12.0,Good,1.0,Good,28.0,L0,3.133036854,Good
United Republic of Tanzania,Ifakara,18.0,1.0,Good,16.0,Good,0.0,Good,18.0,L0,8.964323449,Good
Russian Federation,Vostryakovo,57.0,1.0,Good,27.0,Good,1.0,Good,57.0,L1,5.527639916,Moderate
Philippines,Talacogon,37.0,1.0,Good,19.0,Good,0.0,Good,37.0,L0,1.105439167,Good
France,Saint Remy De Provence,65.0,1.0,Good,31.0,Good,3.0,Good,65.0,L1,-6.816664052,Moderate
Mexico,Apizaco,50.0,1.0,Good,34.0,Good,3.0,Good,50.0,L4,7.198533983,Very Unhealthy
United States of America,Brownsburg,54.0,1.0,,33.0,Good,1.0,Good,54.0,L1,5.831885475,Moderate
United Kingdom of Great Britain and Northern Ireland,Rugeley,50.0,1.0,Good,15.0,Good,1.0,Good,50.0,L0,3.793462329,Good
Bosnia and Herzegovina,Banja Luka,54.0,1.0,,32.0,Good,1.0,Good,54.0,L1,5.75873546,Moderate
Armenia,Gyumri,75.0,1.0,Good,39.0,Good,0.0,Good,75.0,L1,3.740542944,Moderate
Russian Federation,Krivyanskaya,45.0,1.0,,45.0,Good,2.0,Good,23.0,L0,-1.965200552,Good
India,Kapasan,50.0,1.0,Good,38.0,Good,0.0,Good,50.0,L3,1.593404978,Unhealthy
India,Bithur,50.0,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,11.72868671,Unhealthy
United States of America,Holbrook,48.0,1.0,Good,34.0,Good,5.0,Good,48.0,L0,6.747538779,Good
United States of America,Laurel,54.0,1.0,Good,31.0,Good,6.0,Good,54.0,L1,3.797805057,Moderate
Colombia,La Tebaida,93.0,1.0,Good,0.0,Good,7.0,Good,93.0,L1,16.2588198,Moderate
China,Pingyi,50.0,1.0,Good,31.0,Unhealthy,2.0,Good,97.0,L1,13.37023492,Unhealthy
United States of America,Calexico,33.0,1.0,Good,28.0,Good,6.0,Good,33.0,L0,-0.517554496,Good
Germany,Schwabisch Hall,27.0,1.0,Good,24.0,Good,4.0,Good,27.0,L0,4.712565688,Good
Zambia,Kafue,36.0,1.0,Good,16.0,Good,0.0,Good,36.0,L0,5.987885316,Good
United Kingdom of Great Britain and Northern Ireland,Kenilworth,33.0,1.0,Good,33.0,Good,3.0,Good,22.0,L0,5.671545331,Good
Brazil,Pedreira,56.0,1.0,Good,6.0,Good,4.0,Good,56.0,L1,-0.456268488,Moderate
Ukraine,Ostroh,64.0,1.0,Good,32.0,Good,0.0,Good,64.0,L1,5.802700893,Moderate
Indonesia,Bae,80.0,1.0,Good,31.0,Moderate,1.0,Good,80.0,L1,7.549929308,Moderate
Iran (Islamic Republic of),Qorveh,87.0,1.0,Good,59.0,Moderate,0.0,Good,87.0,L1,6.369463589,Moderate
Romania,Boldesti Scaeni,41.0,1.0,,41.0,Good,0.0,Good,39.0,L0,0.295348977,Good
China,Licheng,50.0,1.0,Good,16.0,Good,1.0,Good,50.0,L2,14.88851734,Unhealthy for Sensitive Groups
India,Kodungallur,79.0,1.0,Good,24.0,Good,0.0,Good,79.0,L1,4.474370791,Moderate
United Republic of Tanzania,Mhango,19.0,1.0,Good,17.0,Good,0.0,Good,19.0,L0,0.46082832,Good
Uruguay,Colonia,52.0,1.0,Good,11.0,Good,3.0,Good,52.0,L1,5.355932484,Moderate
Comoros,Fomboni,26.0,1.0,Good,26.0,Good,0.0,Good,23.0,L0,-3.127986382,Good
United Kingdom of Great Britain and Northern Ireland,Bridlington,43.0,1.0,Good,38.0,Good,1.0,Good,43.0,L0,6.892876421,Good
Japan,Kakogawa,66.0,1.0,Good,29.0,Good,5.0,Good,66.0,L1,6.389918889,Moderate
France,Matoury,19.0,1.0,Good,19.0,Good,0.0,Good,19.0,L0,6.662613582,Good
India,Bahadurgarh,50.0,1.0,,31.0,Moderate,1.0,Good,50.0,L3,14.87487936,Unhealthy
Republic of Moldova,Balti,56.0,1.0,Good,53.0,Moderate,0.0,Good,56.0,L1,6.429569006,Moderate
Brazil,Miguelopolis,39.0,1.0,Good,23.0,Good,0.0,Good,39.0,L0,5.433392492,Good
France,Lamballe,51.0,1.0,Good,34.0,Good,2.0,Good,51.0,L1,0.572896042,Moderate
United States of America,New Berlin,69.0,1.0,Good,14.0,Good,1.0,Good,69.0,L1,10.53717625,Moderate
Colombia,Zipaquira,84.0,1.0,Good,2.0,Good,7.0,Good,84.0,L1,7.324171547,Moderate
